PogId,ExistingItemId,NewItemId,seq
J288BUC,288070868,288070010,2
J288C2A,288070868,288070010,2
J288C3K,288070868,288070010,2
J288C22,288070868,288070010,2
J288BXG,288070868,288070010,2
J288C4A,288070868,288070010,2
J288C3C,288070868,288070010,2
J288C4C,288070868,288070010,2
J288BWB,288070868,288070010,2
J288BTS,288070868,288070010,2
J288BUA,288070868,288070010,2
J288BW0,288070868,288070010,2
J288BXQ,288070868,288070010,2
J288BV6,288070868,288070010,2
J288BVG,288070868,288070010,2
J288BVT,288070868,288070010,2
J288BW7,288070868,288070010,2
J288BWA,288070868,288070010,2
J288C09,288070868,288070010,2
J288BZ9,288070868,288070010,2
J288C02,288070868,288070010,2
J288BWL,288070868,288070010,2
J288BZ8,288070868,288070010,2
J288BWR,288070868,288070010,2
J288BZX,288070868,288070010,2
J288BS2,288070868,288070010,2
J288BRH,288070868,288070010,2
J288C0X,288070868,288070010,2
J288C1C,288070868,288070010,2
J288C2V,288070868,288070010,2
J288C1Z,288070868,288070010,2
J288C0Z,288070868,288070010,2
J288C27,288070868,288070010,2
J288C20,288070868,288070010,2
J288C3Y,288070868,288070010,2
J288C2X,288070868,288070010,2
J288C2D,288070868,288070010,2
J288C3M,288070868,288070010,2
J288C54,288070868,288070010,2
J288C4T,288070868,288070010,2
J288C4S,288070868,288070010,2
J288C5D,288070868,288070010,2
J288C6B,288070868,288070010,2
J288C5L,288070868,288070010,2
J288C5M,288070868,288070010,2
J288C64,288070868,288070010,2
J288C6N,288070868,288070010,2
J288E58,288070868,288070010,2
J288E57,288070868,288070010,2
J288E59,288070868,288070010,2
J288BD6,288071287,288071035,3
J288BDO,288071287,288071035,3
J288BDC,288071287,288071035,3
J288BDS,288071287,288071035,3
J288BDY,288071287,288071035,3
J288BEH,288071287,288071035,3
J288BEB,288071287,288071035,3
J288BE6,288071287,288071035,3
J288BDQ,288071287,288071035,3
J288BDL,288071287,288071035,3
J288BE4,288071287,288071035,3
J288BEO,288071287,288071035,3
J288BEJ,288071287,288071035,3
J288BET,288071287,288071035,3
J288BDW,288071287,288071035,3
J288BF2,288071287,288071035,3
J288BG7,288071287,288071035,3
J288BEP,288071287,288071035,3
J288BEW,288071287,288071035,3
J288BF9,288071287,288071035,3
J288BGK,288071287,288071035,3
J288BFZ,288071287,288071035,3
J288BGL,288071287,288071035,3
J288BGQ,288071287,288071035,3
J288BHS,288071287,288071035,3
J288BG8,288071287,288071035,3
J288BF7,288071287,288071035,3
J288BFS,288071287,288071035,3
J288BGM,288071287,288071035,3
J288BGC,288071287,288071035,3
J288BJB,288071287,288071035,3
J288BHH,288071287,288071035,3
J288BHG,288071287,288071035,3
J288BGO,288071287,288071035,3
J288BHA,288071287,288071035,3
J288BIV,288071287,288071035,3
J288BIZ,288071287,288071035,3
J288BOM,288071287,288071035,3
J288BI3,288071287,288071035,3
J288BJF,288071287,288071035,3
J288BIL,288071287,288071035,3
J288BID,288071287,288071035,3
J288BIB,288071287,288071035,3
J288BJ6,288071287,288071035,3
J288BKB,288071287,288071035,3
J288BIW,288071287,288071035,3
J288BIY,288071287,288071035,3
J288BJC,288071287,288071035,3
J288BJI,288071287,288071035,3
J288BK8,288071287,288071035,3
J288BK1,288071287,288071035,3
J288BKG,288071287,288071035,3
J288BMH,288071287,288071035,3
J288BLY,288071287,288071035,3
J288BO3,288071287,288071035,3
J288BMV,288071287,288071035,3
J288BQH,288071287,288071035,3
J288BNR,288071287,288071035,3
J288BMP,288071287,288071035,3
J288BPP,288071287,288071035,3
J288BNE,288071287,288071035,3
J288BN2,288071287,288071035,3
J288BN8,288071287,288071035,3
J288BOK,288071287,288071035,3
J288BO9,288071287,288071035,3
J288BNS,288071287,288071035,3
J288BOD,288071287,288071035,3
J288BPC,288071287,288071035,3
J288BQB,288071287,288071035,3
J288BPD,288071287,288071035,3
J288BPA,288071287,288071035,3
J288BL3,288071287,288071035,3
J288BM1,288071287,288071035,3
J288BLL,288071287,288071035,3
J288BM5,288071287,288071035,3
J288BO7,288071287,288071035,4
J288BLO,288071287,288071035,4
J288BNL,288071287,288071035,4
J288BM6,288071287,288071035,4
J288BMM,288071287,288071035,4
J288BO1,288071287,288071035,4
J288BLK,288071287,288071035,4
J288BNC,288071287,288071035,4
J288BP6,288071287,288071035,4
J288BPF,288071287,288071035,4
J288BOO,288071287,288071035,4
J288BPR,288071287,288071035,4
J288BQX,288071287,288071035,4
J288BSC,288071287,288071035,4
J288BSE,288071287,288071035,4
J288BSK,288071287,288071035,4
J288BSM,288071287,288071035,4
J288BSP,288071287,288071035,4
J288BRX,288071287,288071035,4
J288BSZ,288071287,288071035,4
J288BTQ,288071287,288071035,4
J288BQT,288071287,288071035,4
J288BU0,288071287,288071035,4
J288BRF,288071287,288071035,4
J288BU6,288071287,288071035,4
J288BUB,288071287,288071035,4
J288BUG,288071287,288071035,4
J288BU2,288071287,288071035,4
J288BS6,288071287,288071035,4
J288BSF,288071287,288071035,4
J288BVF,288071287,288071035,4
J288BV4,288071287,288071035,4
J288BVD,288071287,288071035,4
J288BTT,288071287,288071035,4
J288C0O,288071287,288071035,4
J288BVA,288071287,288071035,4
J288C2A,288071287,288071035,4
J288BW1,288071287,288071035,4
J288BZB,288071287,288071035,4
J288C22,288071287,288071035,4
J288BXG,288071287,288071035,4
J288C3C,288071287,288071035,4
J288C4C,288071287,288071035,4
J288BWB,288071287,288071035,4
J288BX3,288071287,288071035,4
J288BTW,288071287,288071035,4
J288BTS,288071287,288071035,4
J288BVJ,288071287,288071035,4
J288BUA,288071287,288071035,4
J288BW4,288071287,288071035,4
J288BXQ,288071287,288071035,4
J288BXX,288071287,288071035,4
J288BVT,288071287,288071035,4
J288BW7,288071287,288071035,4
J288BWA,288071287,288071035,4
J288BWY,288071287,288071035,4
J288BXM,288071287,288071035,4
J288BYE,288071287,288071035,4
J288BX8,288071287,288071035,4
J288BX6,288071287,288071035,4
J288C09,288071287,288071035,4
J288BXY,288071287,288071035,4
J288BZ6,288071287,288071035,4
J288BZ9,288071287,288071035,4
J288BYQ,288071287,288071035,4
J288BYT,288071287,288071035,4
J288C02,288071287,288071035,4
J288BWL,288071287,288071035,4
J288BZ8,288071287,288071035,4
J288BWR,288071287,288071035,4
J288BZX,288071287,288071035,4
J288BS2,288071287,288071035,4
J288BR8,288071287,288071035,4
J288BRH,288071287,288071035,4
J288BWK,288071287,288071035,4
J288BXT,288071287,288071035,5
J288BTI,288071287,288071035,5
J288BU5,288071287,288071035,5
J288C0X,288071287,288071035,5
J288C2C,288071287,288071035,5
J288C1C,288071287,288071035,5
J288C0Y,288071287,288071035,5
J288C1R,288071287,288071035,5
J288C1S,288071287,288071035,5
J288C1Y,288071287,288071035,5
J288C2N,288071287,288071035,5
J288BZR,288071287,288071035,5
J288C3E,288071287,288071035,5
J288C2O,288071287,288071035,5
J288C0Z,288071287,288071035,5
J288C27,288071287,288071035,5
J288C3Z,288071287,288071035,5
J288C3V,288071287,288071035,5
J288C2Y,288071287,288071035,5
J288C3Y,288071287,288071035,5
J288C2X,288071287,288071035,5
J288C1U,288071287,288071035,5
J288C06,288071287,288071035,5
J288C2U,288071287,288071035,5
J288C3M,288071287,288071035,5
J288C2P,288071287,288071035,5
J288C4G,288071287,288071035,5
J288C0U,288071287,288071035,5
J288C2K,288071287,288071035,5
J288C4Q,288071287,288071035,5
J288C54,288071287,288071035,5
J288C4T,288071287,288071035,5
J288C58,288071287,288071035,5
J288C4O,288071287,288071035,5
J288C50,288071287,288071035,5
J288C4M,288071287,288071035,5
J288C5E,288071287,288071035,5
J288C5I,288071287,288071035,5
J288C5D,288071287,288071035,5
J288C5J,288071287,288071035,5
J288C5L,288071287,288071035,5
J288C65,288071287,288071035,5
J288C4P,288071287,288071035,5
J288C6P,288071287,288071035,5
J288C67,288071287,288071035,5
J288C6O,288071287,288071035,5
J288C5R,288071287,288071035,5
J288C64,288071287,288071035,5
J288C6E,288071287,288071035,5
J288BLH,288071287,288071035,5
J288E59,288071287,288071035,5
J288BD6,288070332,288070062,6
J288BCZ,288070332,288070062,6
J288BDJ,288070332,288070062,6
J288BDH,288070332,288070062,6
J288BDM,288070332,288070062,6
J288BCX,288070332,288070062,6
J288BD2,288070332,288070062,6
J288BCW,288070332,288070062,6
J288BCY,288070332,288070062,6
J288BDU,288070332,288070062,6
J288BD0,288070332,288070062,6
J288BDD,288070332,288070062,6
J288BD3,288070332,288070062,6
J288BDF,288070332,288070062,6
J288BDI,288070332,288070062,6
J288BDO,288070332,288070062,6
J288BDC,288070332,288070062,6
J288BD4,288070332,288070062,6
J288BDS,288070332,288070062,6
J288BDR,288070332,288070062,6
J288BDN,288070332,288070062,6
J288BDV,288070332,288070062,6
J288BE2,288070332,288070062,6
J288BEH,288070332,288070062,6
J288BEB,288070332,288070062,6
J288BD5,288070332,288070062,6
J288BDL,288070332,288070062,6
J288BDX,288070332,288070062,6
J288BE5,288070332,288070062,6
J288BE3,288070332,288070062,6
J288BD7,288070332,288070062,6
J288BEG,288070332,288070062,6
J288BED,288070332,288070062,6
J288BEE,288070332,288070062,6
J288BEZ,288070332,288070062,6
J288BEF,288070332,288070062,6
J288BEL,288070332,288070062,6
J288BET,288070332,288070062,6
J288BEV,288070332,288070062,6
J288BG4,288070332,288070062,6
J288BF2,288070332,288070062,6
J288BEX,288070332,288070062,6
J288BFM,288070332,288070062,6
J288BF6,288070332,288070062,6
J288BFT,288070332,288070062,6
J288BF8,288070332,288070062,6
J288BFE,288070332,288070062,6
J288BFA,288070332,288070062,6
J288BF3,288070332,288070062,6
J288BEP,288070332,288070062,6
J288BF1,288070332,288070062,6
J288BEK,288070332,288070062,6
J288BEU,288070332,288070062,6
J288BFF,288070332,288070062,6
J288BF5,288070332,288070062,6
J288BFC,288070332,288070062,6
J288BF4,288070332,288070062,6
J288BFX,288070332,288070062,6
J288BF9,288070332,288070062,6
J288BGK,288070332,288070062,6
J288BF0,288070332,288070062,6
J288BFL,288070332,288070062,6
J288BFR,288070332,288070062,6
J288BFO,288070332,288070062,6
J288BG3,288070332,288070062,6
J288BGL,288070332,288070062,6
J288BGP,288070332,288070062,6
J288BHD,288070332,288070062,6
J288BGQ,288070332,288070062,6
J288BG2,288070332,288070062,6
J288BFG,288070332,288070062,6
J288BHS,288070332,288070062,6
J288BFN,288070332,288070062,6
J288BH2,288070332,288070062,6
J288BHR,288070332,288070062,6
J288BG5,288070332,288070062,7
J288BG8,288070332,288070062,7
J288BG0,288070332,288070062,7
J288BFH,288070332,288070062,7
J288BGH,288070332,288070062,7
J288BF7,288070332,288070062,7
J288BH9,288070332,288070062,7
J288BG6,288070332,288070062,7
J288BH6,288070332,288070062,7
J288BFS,288070332,288070062,7
J288BHJ,288070332,288070062,7
J288BFV,288070332,288070062,7
J288BI4,288070332,288070062,7
J288BFU,288070332,288070062,7
J288BGR,288070332,288070062,7
J288BGB,288070332,288070062,7
J288BHB,288070332,288070062,7
J288BI5,288070332,288070062,7
J288BHK,288070332,288070062,7
J288BH5,288070332,288070062,7
J288BGV,288070332,288070062,7
J288BH8,288070332,288070062,7
J288BGU,288070332,288070062,7
J288BHU,288070332,288070062,7
J288BI1,288070332,288070062,7
J288BGG,288070332,288070062,7
J288BHL,288070332,288070062,7
J288BHH,288070332,288070062,7
J288BHW,288070332,288070062,7
J288BGJ,288070332,288070062,7
J288BFY,288070332,288070062,7
J288BGT,288070332,288070062,7
J288BHG,288070332,288070062,7
J288BHI,288070332,288070062,7
J288BGO,288070332,288070062,7
J288BGS,288070332,288070062,7
J288BHP,288070332,288070062,7
J288BIV,288070332,288070062,7
J288BHM,288070332,288070062,7
J288BIZ,288070332,288070062,7
J288BJ2,288070332,288070062,7
J288BI3,288070332,288070062,7
J288BGD,288070332,288070062,7
J288BHN,288070332,288070062,7
J288BI7,288070332,288070062,7
J288BGW,288070332,288070062,7
J288BI0,288070332,288070062,7
J288BJL,288070332,288070062,7
J288BIO,288070332,288070062,7
J288BHX,288070332,288070062,7
J288BIL,288070332,288070062,7
J288BJT,288070332,288070062,7
J288BHF,288070332,288070062,7
J288BJW,288070332,288070062,7
J288BJH,288070332,288070062,7
J288BJQ,288070332,288070062,7
J288BJ8,288070332,288070062,7
J288BIG,288070332,288070062,7
J288BIB,288070332,288070062,7
J288BIJ,288070332,288070062,7
J288BHE,288070332,288070062,7
J288BJO,288070332,288070062,7
J288BIR,288070332,288070062,7
J288BI8,288070332,288070062,7
J288BHC,288070332,288070062,7
J288BH4,288070332,288070062,7
J288BJ6,288070332,288070062,7
J288BIK,288070332,288070062,7
J288BIH,288070332,288070062,7
J288BKE,288070332,288070062,7
J288BIX,288070332,288070062,7
J288BKP,288070332,288070062,7
J288BJA,288070332,288070062,7
J288BIS,288070332,288070062,7
J288BKU,288070332,288070062,7
J288BJP,288070332,288070062,8
J288BJS,288070332,288070062,8
J288BIW,288070332,288070062,8
J288BK3,288070332,288070062,8
J288BJK,288070332,288070062,8
J288BIY,288070332,288070062,8
J288BKH,288070332,288070062,8
J288BKL,288070332,288070062,8
J288BI6,288070332,288070062,8
J288BKO,288070332,288070062,8
J288BJ3,288070332,288070062,8
J288BIE,288070332,288070062,8
J288BJJ,288070332,288070062,8
J288BJI,288070332,288070062,8
J288BIC,288070332,288070062,8
J288BJN,288070332,288070062,8
J288BJR,288070332,288070062,8
J288BK8,288070332,288070062,8
J288BLF,288070332,288070062,8
J288BJX,288070332,288070062,8
J288BLX,288070332,288070062,8
J288BJ7,288070332,288070062,8
J288BK9,288070332,288070062,8
J288BMG,288070332,288070062,8
J288BK1,288070332,288070062,8
J288BIT,288070332,288070062,8
J288BK2,288070332,288070062,8
J288BMW,288070332,288070062,8
J288BKG,288070332,288070062,8
J288BJU,288070332,288070062,8
J288BKF,288070332,288070062,8
J288BL4,288070332,288070062,8
J288BL2,288070332,288070062,8
J288BL5,288070332,288070062,8
J288BJV,288070332,288070062,8
J288BLE,288070332,288070062,8
J288BLR,288070332,288070062,8
J288BJY,288070332,288070062,8
J288BJZ,288070332,288070062,8
J288BKA,288070332,288070062,8
J288BJ9,288070332,288070062,8
J288BKJ,288070332,288070062,8
J288BKT,288070332,288070062,8
J288BMH,288070332,288070062,8
J288BMS,288070332,288070062,8
J288BKD,288070332,288070062,8
J288BK0,288070332,288070062,8
J288BN4,288070332,288070062,8
J288BNG,288070332,288070062,8
J288BL8,288070332,288070062,8
J288BLI,288070332,288070062,8
J288BKI,288070332,288070062,8
J288BK6,288070332,288070062,8
J288C45,288070332,288070062,8
J288C4J,288070332,288070062,8
J288BKY,288070332,288070062,8
J288BLJ,288070332,288070062,8
J288BKQ,288070332,288070062,8
J288BLQ,288070332,288070062,8
J288BNY,288070332,288070062,8
J288BLV,288070332,288070062,8
J288BMJ,288070332,288070062,8
J288BMT,288070332,288070062,8
J288BKK,288070332,288070062,8
J288BLS,288070332,288070062,8
J288BNT,288070332,288070062,8
J288BLU,288070332,288070062,8
J288BLW,288070332,288070062,8
J288BO0,288070332,288070062,8
J288BMQ,288070332,288070062,8
J288BOB,288070332,288070062,8
J288BMN,288070332,288070062,8
J288BP4,288070332,288070062,8
J288BMV,288070332,288070062,8
J288BP2,288070332,288070062,8
J288BMO,288070332,288070062,9
J288BN0,288070332,288070062,9
J288BNJ,288070332,288070062,9
J288BN6,288070332,288070062,9
J288BNM,288070332,288070062,9
J288BN5,288070332,288070062,9
J288BN7,288070332,288070062,9
J288BNO,288070332,288070062,9
J288BO4,288070332,288070062,9
J288BNR,288070332,288070062,9
J288BMY,288070332,288070062,9
J288BNE,288070332,288070062,9
J288BPZ,288070332,288070062,9
J288BN8,288070332,288070062,9
J288BQ0,288070332,288070062,9
J288BN9,288070332,288070062,9
J288BND,288070332,288070062,9
J288BNF,288070332,288070062,9
J288BNP,288070332,288070062,9
J288BNK,288070332,288070062,9
J288BOK,288070332,288070062,9
J288BO9,288070332,288070062,9
J288BNS,288070332,288070062,9
J288BOU,288070332,288070062,9
J288BOZ,288070332,288070062,9
J288BOC,288070332,288070062,9
J288BOH,288070332,288070062,9
J288BOD,288070332,288070062,9
J288BPS,288070332,288070062,9
J288BPW,288070332,288070062,9
J288BL6,288070332,288070062,9
J288BP3,288070332,288070062,9
J288BQ7,288070332,288070062,9
J288BPC,288070332,288070062,9
J288BP9,288070332,288070062,9
J288BOR,288070332,288070062,9
J288BPY,288070332,288070062,9
J288BQ8,288070332,288070062,9
J288BOV,288070332,288070062,9
J288BPT,288070332,288070062,9
J288BQ9,288070332,288070062,9
J288BOW,288070332,288070062,9
J288BQK,288070332,288070062,9
J288BQJ,288070332,288070062,9
J288BP0,288070332,288070062,9
J288BPD,288070332,288070062,9
J288BPO,288070332,288070062,9
J288BQN,288070332,288070062,9
J288BPV,288070332,288070062,9
J288BQG,288070332,288070062,9
J288BQD,288070332,288070062,9
J288BQA,288070332,288070062,9
J288BQM,288070332,288070062,9
J288BQO,288070332,288070062,9
J288BQP,288070332,288070062,9
J288BPA,288070332,288070062,9
J288BOI,288070332,288070062,9
J288BKW,288070332,288070062,9
J288BLC,288070332,288070062,9
J288BM2,288070332,288070062,9
J288BK7,288070332,288070062,9
J288BL3,288070332,288070062,9
J288BLN,288070332,288070062,9
J288BM0,288070332,288070062,9
J288BM4,288070332,288070062,9
J288BM1,288070332,288070062,9
J288BLL,288070332,288070062,9
J288BMC,288070332,288070062,9
J288BMR,288070332,288070062,9
J288BKV,288070332,288070062,9
J288BLB,288070332,288070062,9
J288BLO,288070332,288070062,9
J288BM8,288070332,288070062,9
J288BLM,288070332,288070062,9
J288BNA,288070332,288070062,9
J288BMM,288070332,288070062,10
J288BO1,288070332,288070062,10
J288BO6,288070332,288070062,10
J288BPB,288070332,288070062,10
J288BOY,288070332,288070062,10
J288BPE,288070332,288070062,10
J288BOQ,288070332,288070062,10
J288BQI,288070332,288070062,10
J288BMX,288070332,288070062,10
J288BNZ,288070332,288070062,10
J288BLP,288070332,288070062,10
J288BLZ,288070332,288070062,10
J288BM3,288070332,288070062,10
J288BNC,288070332,288070062,10
J288BP6,288070332,288070062,10
J288BOT,288070332,288070062,10
J288BPG,288070332,288070062,10
J288BQ5,288070332,288070062,10
J288BQ3,288070332,288070062,10
J288BQ6,288070332,288070062,10
J288BPK,288070332,288070062,10
J288BPM,288070332,288070062,10
J288BQ4,288070332,288070062,10
J288BPL,288070332,288070062,10
J288BKX,288070332,288070062,10
J288BK5,288070332,288070062,10
J288BR2,288070332,288070062,10
J288BQX,288070332,288070062,10
J288BR7,288070332,288070062,10
J288BR6,288070332,288070062,10
J288BR9,288070332,288070062,10
J288BSC,288070332,288070062,10
J288BSE,288070332,288070062,10
J288BSK,288070332,288070062,10
J288BSP,288070332,288070062,10
J288BTG,288070332,288070062,10
J288BQS,288070332,288070062,10
J288BS5,288070332,288070062,10
J288BRX,288070332,288070062,10
J288BQQ,288070332,288070062,10
J288BSO,288070332,288070062,10
J288BQV,288070332,288070062,10
J288BSI,288070332,288070062,10
J288BT0,288070332,288070062,10
J288BR1,288070332,288070062,10
J288BRU,288070332,288070062,10
J288BSL,288070332,288070062,10
J288BTL,288070332,288070062,10
J288BQW,288070332,288070062,10
J288BSZ,288070332,288070062,10
J288BQZ,288070332,288070062,10
J288BTQ,288070332,288070062,10
J288BRO,288070332,288070062,10
J288BTA,288070332,288070062,10
J288BRQ,288070332,288070062,10
J288BQT,288070332,288070062,10
J288BTE,288070332,288070062,10
J288BQU,288070332,288070062,10
J288BTV,288070332,288070062,10
J288BUR,288070332,288070062,10
J288BU0,288070332,288070062,10
J288BUS,288070332,288070062,10
J288BS1,288070332,288070062,10
J288BRW,288070332,288070062,10
J288BS0,288070332,288070062,10
J288BSA,288070332,288070062,10
J288BSH,288070332,288070062,10
J288BR0,288070332,288070062,10
J288BR3,288070332,288070062,10
J288BRF,288070332,288070062,10
J288BRE,288070332,288070062,10
J288BTF,288070332,288070062,10
J288BUO,288070332,288070062,10
J288BTY,288070332,288070062,10
J288BRB,288070332,288070062,10
J288BRK,288070332,288070062,11
J288BTX,288070332,288070062,11
J288BU2,288070332,288070062,11
J288BRP,288070332,288070062,11
J288BRT,288070332,288070062,11
J288BS6,288070332,288070062,11
J288BSF,288070332,288070062,11
J288BT8,288070332,288070062,11
J288BVF,288070332,288070062,11
J288BV1,288070332,288070062,11
J288BU9,288070332,288070062,11
J288BV4,288070332,288070062,11
J288BUF,288070332,288070062,11
J288BTC,288070332,288070062,11
J288BWT,288070332,288070062,11
J288BTO,288070332,288070062,11
J288BSX,288070332,288070062,11
J288BSJ,288070332,288070062,11
J288BVX,288070332,288070062,11
J288BTM,288070332,288070062,11
J288BUU,288070332,288070062,11
J288BTZ,288070332,288070062,11
J288C0O,288070332,288070062,11
J288BXH,288070332,288070062,11
J288BUQ,288070332,288070062,11
J288BW3,288070332,288070062,11
J288BU3,288070332,288070062,11
J288C1F,288070332,288070062,11
J288BX0,288070332,288070062,11
J288BXA,288070332,288070062,11
J288C3A,288070332,288070062,11
J288BXB,288070332,288070062,11
J288C0H,288070332,288070062,11
J288BT5,288070332,288070062,11
J288BVO,288070332,288070062,11
J288C17,288070332,288070062,11
J288C1G,288070332,288070062,11
J288BUC,288070332,288070062,11
J288BW2,288070332,288070062,11
J288C2A,288070332,288070062,11
J288BX4,288070332,288070062,11
J288C3K,288070332,288070062,11
J288C14,288070332,288070062,11
J288C3J,288070332,288070062,11
J288C3P,288070332,288070062,11
J288BTK,288070332,288070062,11
J288C28,288070332,288070062,11
J288C3S,288070332,288070062,11
J288C0S,288070332,288070062,11
J288C43,288070332,288070062,11
J288C2E,288070332,288070062,11
J288BXC,288070332,288070062,11
J288BZA,288070332,288070062,11
J288C1X,288070332,288070062,11
J288C22,288070332,288070062,11
J288C32,288070332,288070062,11
J288C46,288070332,288070062,11
J288C39,288070332,288070062,11
J288C49,288070332,288070062,11
J288BZ5,288070332,288070062,11
J288C4H,288070332,288070062,11
J288C04,288070332,288070062,11
J288C0F,288070332,288070062,11
J288C2F,288070332,288070062,11
J288BVV,288070332,288070062,11
J288C0G,288070332,288070062,11
J288C2G,288070332,288070062,11
J288C1N,288070332,288070062,11
J288BXG,288070332,288070062,11
J288C1L,288070332,288070062,11
J288C47,288070332,288070062,11
J288C41,288070332,288070062,11
J288C4A,288070332,288070062,11
J288C29,288070332,288070062,11
J288C03,288070332,288070062,11
J288C2I,288070332,288070062,12
J288C3C,288070332,288070062,12
J288C4L,288070332,288070062,12
J288C4D,288070332,288070062,12
J288C0R,288070332,288070062,12
J288C4C,288070332,288070062,12
J288C24,288070332,288070062,12
J288C30,288070332,288070062,12
J288C0P,288070332,288070062,12
J288C4B,288070332,288070062,12
J288C21,288070332,288070062,12
J288C34,288070332,288070062,12
J288C3B,288070332,288070062,12
J288BT7,288070332,288070062,12
J288BWB,288070332,288070062,12
J288BV0,288070332,288070062,12
J288BVH,288070332,288070062,12
J288BTP,288070332,288070062,12
J288BUX,288070332,288070062,12
J288BTW,288070332,288070062,12
J288BU1,288070332,288070062,12
J288BTS,288070332,288070062,12
J288BXF,288070332,288070062,12
J288BUA,288070332,288070062,12
J288BVU,288070332,288070062,12
J288BW0,288070332,288070062,12
J288BXQ,288070332,288070062,12
J288BW5,288070332,288070062,12
J288BW8,288070332,288070062,12
J288BUP,288070332,288070062,12
J288BWE,288070332,288070062,12
J288BV5,288070332,288070062,12
J288BXD,288070332,288070062,12
J288BU7,288070332,288070062,12
J288BV6,288070332,288070062,12
J288BVW,288070332,288070062,12
J288BVG,288070332,288070062,12
J288BUJ,288070332,288070062,12
J288BVT,288070332,288070062,12
J288BW6,288070332,288070062,12
J288BW7,288070332,288070062,12
J288BWA,288070332,288070062,12
J288BWD,288070332,288070062,12
J288BUW,288070332,288070062,12
J288BXV,288070332,288070062,12
J288BWJ,288070332,288070062,12
J288BWM,288070332,288070062,12
J288BYD,288070332,288070062,12
J288BWU,288070332,288070062,12
J288BWV,288070332,288070062,12
J288BXL,288070332,288070062,12
J288BWZ,288070332,288070062,12
J288BZH,288070332,288070062,12
J288BZM,288070332,288070062,12
J288BX2,288070332,288070062,12
J288BX5,288070332,288070062,12
J288BXE,288070332,288070062,12
J288BYS,288070332,288070062,12
J288BYX,288070332,288070062,12
J288BVS,288070332,288070062,12
J288BWF,288070332,288070062,12
J288BWH,288070332,288070062,12
J288BWI,288070332,288070062,12
J288BXN,288070332,288070062,12
J288BWO,288070332,288070062,12
J288C09,288070332,288070062,12
J288BX9,288070332,288070062,12
J288BYI,288070332,288070062,12
J288BXK,288070332,288070062,12
J288BXJ,288070332,288070062,12
J288BXR,288070332,288070062,12
J288BYJ,288070332,288070062,12
J288BY7,288070332,288070062,12
J288BYV,288070332,288070062,12
J288BYR,288070332,288070062,12
J288BZZ,288070332,288070062,13
J288BZ3,288070332,288070062,13
J288C01,288070332,288070062,13
J288C0A,288070332,288070062,13
J288BYP,288070332,288070062,13
J288BZ9,288070332,288070062,13
J288BY2,288070332,288070062,13
J288BTU,288070332,288070062,13
J288BY6,288070332,288070062,13
J288BXP,288070332,288070062,13
J288BYA,288070332,288070062,13
J288BY9,288070332,288070062,13
J288BZO,288070332,288070062,13
J288C02,288070332,288070062,13
