PogId,ItemId,RelativeRank,seq,PreDeleteFlag
J288BQA,288070834,0,134,0
J288BQG,288070834,0,134,0
J288BQM,288070834,0,134,0
J288BQV,288070834,0,134,0
J288BQZ,288070834,0,134,0
J288BR6,288070834,0,134,0
J288BR7,288070834,0,134,0
J288BR9,288070834,0,134,0
J288BRO,288070834,0,134,0
J288BSI,288070834,0,134,0
J288BSJ,288070834,0,134,0
J288BST,288070834,0,134,0
J288BT4,288070834,0,134,0
J288BT7,288070834,0,134,0
J288BTC,288070834,0,134,0
J288BTG,288070834,0,134,0
J288BU7,288070834,0,134,0
J288BUM,288070834,0,134,0
J288BUO,288070834,0,134,0
J288BUR,288070834,0,134,0
J288BVX,288070834,0,134,0
J288BX8,288070834,0,134,0
J288BXA,288070834,0,134,0
J288BXE,288070834,0,134,0
J288BXH,288070834,0,134,0
J288BXV,288070834,0,135,0
J288BXZ,288070834,0,135,0
J288BY3,288070834,0,135,0
J288BY4,288070834,0,135,0
J288BY7,288070834,0,135,0
J288BY9,288070834,0,135,0
J288BZ0,288070834,0,135,0
J288BZT,288070834,0,135,0
J288BZU,288070834,0,135,0
J288C07,288070834,0,135,0
J288C0E,288070834,0,135,0
J288C0H,288070834,0,135,0
J288C0T,288070834,0,135,0
J288C17,288070834,0,135,0
J288C1D,288070834,0,135,0
J288C25,288070834,0,135,0
J288C29,288070834,0,135,0
J288C3D,288070834,0,135,0
J288C4H,288070834,0,135,0
J288C4K,288070834,0,135,0
J288C4U,288070834,0,135,0
J288C52,288070834,0,135,0
J288C6K,288070834,0,135,0
J288C6M,288070834,0,135,0
J288BD0,288070834,0,138,0
J288BD2,288070834,0,138,0
J288BD3,288070834,0,138,0
J288BD5,288070834,0,138,0
J288BDF,288070834,0,138,0
J288BDJ,288070834,0,138,0
J288BDM,288070834,0,138,0
J288BDQ,288070834,0,138,0
J288BE1,288070834,0,138,0
J288BE4,288070834,0,138,0
J288BEF,288070834,0,138,0
J288BEJ,288070834,0,138,0
J288BEK,288070834,0,138,0
J288BEO,288070834,0,138,0
J288BEX,288070834,0,138,0
J288BF1,288070834,0,138,0
J288BF3,288070834,0,138,0
J288BF4,288070834,0,138,0
J288BF8,288070834,0,138,0
J288BFY,288070834,0,138,0
J288BGE,288070834,0,138,0
J288BGH,288070834,0,138,0
J288BGI,288070834,0,138,0
J288BGJ,288070834,0,138,0
J288BGK,288070834,0,138,0
J288BGM,288070834,0,138,0
J288BGO,288070834,0,138,0
J288BGP,288070834,0,138,0
J288BGS,288070834,0,138,0
J288BGT,288070834,0,138,0
J288BHA,288070834,0,138,0
J288BHD,288070834,0,138,0
J288BHL,288070834,0,138,0
J288BHQ,288070834,0,138,0
J288BI4,288070834,0,138,0
J288BI7,288070834,0,138,0
J288BID,288070834,0,138,0
J288BIE,288070834,0,138,0
J288BIG,288070834,0,138,0
J288BIJ,288070834,0,138,0
J288BIN,288070834,0,138,0
J288BIT,288070834,0,138,0
J288BJ3,288070834,0,138,0
J288BJA,288070834,0,138,0
J288BJD,288070834,0,138,0
J288BJH,288070834,0,138,0
J288BJL,288070834,0,138,0
J288BJO,288070834,0,138,0
J288BJY,288070834,0,138,0
J288BKB,288070834,0,138,0
J288BKC,288070834,0,138,0
J288BKH,288070834,0,138,0
J288BKK,288070834,0,138,0
J288BKL,288070834,0,138,0
J288BKM,288070834,0,138,0
J288BKP,288070834,0,138,0
J288BKQ,288070834,0,138,0
J288BL2,288070834,0,138,0
J288BL7,288070834,0,138,0
J288BL9,288070834,0,138,0
J288BLA,288070834,0,138,0
J288BLB,288070834,0,138,0
J288BLI,288070834,0,138,0
J288BLJ,288070834,0,138,0
J288BLR,288070834,0,138,0
J288BLS,288070834,0,138,0
J288BLW,288070834,0,138,0
J288BLY,288070834,0,138,0
J288BM3,288070834,0,138,0
J288BM6,288070834,0,138,0
J288BMG,288070834,0,138,0
J288BMJ,288070834,0,138,0
J288BMK,288070834,0,138,0
J288BMO,288070834,0,138,0
J288BMQ,288070834,0,138,0
J288BMW,288070834,0,139,0
J288BMX,288070834,0,139,0
J288BMZ,288070834,0,139,0
J288BN6,288070834,0,139,0
J288BND,288070834,0,139,0
J288BNL,288070834,0,139,0
J288BNM,288070834,0,139,0
J288BO5,288070834,0,139,0
J288BOE,288070834,0,139,0
J288BOJ,288070834,0,139,0
J288BON,288070834,0,139,0
J288BOO,288070834,0,139,0
J288BOY,288070834,0,139,0
J288BOZ,288070834,0,139,0
J288BPE,288070834,0,139,0
J288BPF,288070834,0,139,0
J288BPJ,288070834,0,139,0
J288BPL,288070834,0,139,0
J288BPS,288070834,0,139,0
J288BPV,288070834,0,139,0
J288BPZ,288070834,0,139,0
J288BQ3,288070834,0,139,0
J288BQ6,288070834,0,139,0
J288BQK,288070834,0,139,0
J288BQQ,288070834,0,139,0
J288BR1,288070834,0,139,0
J288BRB,288070834,0,139,0
J288BRI,288070834,0,139,0
J288BRQ,288070834,0,139,0
J288BRR,288070834,0,139,0
J288BRT,288070834,0,139,0
J288BRU,288070834,0,139,0
J288BRV,288070834,0,139,0
J288BRY,288070834,0,139,0
J288BS0,288070834,0,139,0
J288BS1,288070834,0,139,0
J288BS5,288070834,0,139,0
J288BS7,288070834,0,139,0
J288BSA,288070834,0,139,0
J288BSH,288070834,0,139,0
J288BT1,288070834,0,139,0
J288BT6,288070834,0,139,0
J288BTE,288070834,0,139,0
J288BTF,288070834,0,139,0
J288BTH,288070834,0,139,0
J288BTK,288070834,0,139,0
J288BTO,288070834,0,139,0
J288BTU,288070834,0,139,0
J288BTV,288070834,0,139,0
J288BU5,288070834,0,139,0
J288BUE,288070834,0,139,0
J288BUF,288070834,0,139,0
J288BUG,288070834,0,139,0
J288BUJ,288070834,0,139,0
J288BUN,288070834,0,139,0
J288BUP,288070834,0,139,0
J288BUT,288070834,0,139,0
J288BUW,288070834,0,139,0
J288BUX,288070834,0,139,0
J288BV0,288070834,0,139,0
J288BVA,288070834,0,139,0
J288BVE,288070834,0,139,0
J288BVH,288070834,0,139,0
J288BVJ,288070834,0,139,0
J288BVM,288070834,0,139,0
J288BVP,288070834,0,139,0
J288BVW,288070834,0,139,0
J288BVZ,288070834,0,139,0
J288BW1,288070834,0,139,0
J288BW2,288070834,0,139,0
J288BW4,288070834,0,139,0
J288BWD,288070834,0,139,0
J288BWM,288070834,0,139,0
J288BX0,288070834,0,139,0
J288BX3,288070834,0,139,0
J288BX5,288070834,0,140,0
J288BX6,288070834,0,140,0
J288BXC,288070834,0,140,0
J288BXD,288070834,0,140,0
J288BXI,288070834,0,140,0
J288BXJ,288070834,0,140,0
J288BXL,288070834,0,140,0
J288BXP,288070834,0,140,0
J288BXS,288070834,0,140,0
J288BXY,288070834,0,140,0
J288BY6,288070834,0,140,0
J288BYD,288070834,0,140,0
J288BYE,288070834,0,140,0
J288BYF,288070834,0,140,0
J288BYI,288070834,0,140,0
J288BYJ,288070834,0,140,0
J288BYP,288070834,0,140,0
J288BYR,288070834,0,140,0
J288BZ1,288070834,0,140,0
J288BZ6,288070834,0,140,0
J288BZB,288070834,0,140,0
J288BZC,288070834,0,140,0
J288BZG,288070834,0,140,0
J288BZH,288070834,0,140,0
J288BZL,288070834,0,140,0
J288BZZ,288070834,0,140,0
J288C06,288070834,0,140,0
J288C08,288070834,0,140,0
J288C0I,288070834,0,140,0
J288C0L,288070834,0,140,0
J288C0R,288070834,0,140,0
J288C0U,288070834,0,140,0
J288C12,288070834,0,140,0
J288C14,288070834,0,140,0
J288C1E,288070834,0,140,0
J288C1J,288070834,0,140,0
J288C1L,288070834,0,140,0
J288C1S,288070834,0,140,0
J288C1T,288070834,0,140,0
J288C1U,288070834,0,140,0
J288C1V,288070834,0,140,0
J288C26,288070834,0,140,0
J288C2E,288070834,0,140,0
J288C2F,288070834,0,140,0
J288C2H,288070834,0,140,0
J288C2K,288070834,0,140,0
J288C2L,288070834,0,140,0
J288C2N,288070834,0,140,0
J288C2Q,288070834,0,140,0
J288C2R,288070834,0,140,0
J288C2W,288070834,0,140,0
J288C2Z,288070834,0,140,0
J288C35,288070834,0,140,0
J288C37,288070834,0,140,0
J288C38,288070834,0,140,0
J288C3A,288070834,0,140,0
J288C3G,288070834,0,140,0
J288C3P,288070834,0,140,0
J288C3S,288070834,0,140,0
J288C3V,288070834,0,140,0
J288C44,288070834,0,140,0
J288C45,288070834,0,140,0
J288C47,288070834,0,140,0
J288C49,288070834,0,140,0
J288C4E,288070834,0,140,0
J288C4F,288070834,0,140,0
J288C4L,288070834,0,140,0
J288C4N,288070834,0,140,0
J288C4P,288070834,0,140,0
J288C4Y,288070834,0,140,0
J288C4Z,288070834,0,140,0
J288C50,288070834,0,140,0
J288C51,288070834,0,140,0
J288C5E,288070834,0,140,0
J288C5K,288070834,0,140,0
J288C5P,288070834,0,141,0
J288C5S,288070834,0,141,0
J288C5U,288070834,0,141,0
J288C65,288070834,0,141,0
J288C6A,288070834,0,141,0
J288C6F,288070834,0,141,0
J288BD6,288070834,0,146,0
J288BDC,288070834,0,146,0
J288BDL,288070834,0,146,0
J288BDO,288070834,0,146,0
J288BDS,288070834,0,146,0
J288BEH,288070834,0,146,0
J288BF2,288070834,0,146,0
J288BFS,288070834,0,146,0
J288BG8,288070834,0,146,0
J288BGC,288070834,0,146,0
J288BGL,288070834,0,146,0
J288BHE,288070834,0,146,0
J288BHG,288070834,0,146,0
J288BI3,288070834,0,146,0
J288BIV,288070834,0,146,0
J288BIY,288070834,0,146,0
J288BIZ,288070834,0,146,0
J288BJI,288070834,0,146,0
J288BL5,288070834,0,146,0
J288BLH,288070834,0,146,0
J288BLL,288070834,0,146,0
J288BLQ,288070834,0,146,0
J288BMH,288070834,0,146,0
J288BMP,288070834,0,146,0
J288BMV,288070834,0,146,0
J288BNC,288070834,0,146,0
J288BNE,288070834,0,146,0
J288BNR,288070834,0,146,0
J288BNS,288070834,0,146,0
J288BO1,288070834,0,146,0
J288BO3,288070834,0,146,0
J288BPC,288070834,0,146,0
J288BPD,288070834,0,146,0
J288BQ4,288070834,0,146,0
J288BQT,288070834,0,146,0
J288BQX,288070834,0,146,0
J288BRX,288070834,0,146,0
J288BS2,288070834,0,146,0
J288BSE,288070834,0,146,0
J288BSK,288070834,0,146,0
J288BSP,288070834,0,146,0
J288BTS,288070834,0,146,0
J288BTX,288070834,0,146,0
J288BU0,288070834,0,146,0
J288BU2,288070834,0,146,0
J288BUL,288070834,0,146,0
J288BVV,288070834,0,146,0
J288BW0,288070834,0,146,0
J288BW7,288070834,0,146,0
J288BWA,288070834,0,146,0
J288BWR,288070834,0,146,0
J288BWZ,288070834,0,146,0
J288BXK,288070834,0,146,0
J288BZ8,288070834,0,146,0
J288BZ9,288070834,0,146,0
J288BZX,288070834,0,146,0
J288C02,288070834,0,146,0
J288C0A,288070834,0,146,0
J288C0N,288070834,0,146,0
J288C0X,288070834,0,146,0
J288C10,288070834,0,146,0
J288C1C,288070834,0,146,0
J288C1Z,288070834,0,146,0
J288C22,288070834,0,146,0
J288C2D,288070834,0,146,0
J288C2P,288070834,0,146,0
J288C2V,288070834,0,146,0
J288C2X,288070834,0,146,0
J288C3M,288070834,0,146,0
J288C3Y,288070834,0,146,0
J288C4C,288070834,0,146,0
J288C4Q,288070834,0,146,0
J288C4T,288070834,0,146,0
J288C69,288070834,0,146,0
J288BEL,288070834,0,149,0
J288BFT,288070834,0,149,0
J288BJJ,288070834,0,149,0
J288BKI,288070834,0,149,0
J288BKT,288070834,0,149,0
J288BKX,288070834,0,149,0
J288BLX,288070834,0,149,0
J288BMU,288070834,0,149,0
J288BN4,288070834,0,149,0
J288BO6,288070834,0,149,0
J288BRE,288070834,0,149,0
J288BTA,288070834,0,149,0
J288BU1,288070834,0,149,0
J288BU4,288070834,0,149,0
J288BWC,288070834,0,149,0
J288BWO,288070834,0,149,0
J288BXN,288070834,0,149,0
J288BYU,288070834,0,149,0
J288BZY,288070834,0,149,0
J288C0P,288070834,0,149,0
J288C39,288070834,0,149,0
J288C41,288070834,0,149,0
J288C4I,288070834,0,149,0
J288C5A,288070834,0,149,0
J288C5G,288070834,0,149,0
J288C5W,288070834,0,149,0
J288C5Y,288070834,0,149,0
J288BF0,288070834,0,151,0
J288C1P,288070834,0,151,0
J288C3J,288070834,0,151,0
J288C5Z,288070834,0,151,0
J288BNY,288070834,0,153,0
J288BTM,288070834,0,153,0
J288C0O,288070834,0,155,0
J288C2Y,288070834,0,157,0
J288C5X,288070834,0,159,0
J288BD6,288070834,0,200,0
J288BDJ,288070834,0,200,0
J288BDM,288070834,0,200,0
J288BCX,288070834,0,200,0
J288BD2,288070834,0,200,0
J288BCW,288070834,0,200,0
J288BCY,288070834,0,200,0
J288BD0,288070834,0,200,0
J288BD3,288070834,0,200,0
J288BDF,288070834,0,200,0
J288BDI,288070834,0,200,0
J288BDO,288070834,0,200,0
J288BDC,288070834,0,200,0
J288BD4,288070834,0,200,0
J288BDS,288070834,0,200,0
J288BDR,288070834,0,200,0
J288BEH,288070834,0,200,0
J288BEB,288070834,0,200,0
J288BD5,288070834,0,200,0
J288BDQ,288070834,0,200,0
J288BDL,288070834,0,200,0
J288BDX,288070834,0,200,0
J288BE4,288070834,0,200,0
J288BED,288070834,0,200,0
J288BEO,288070834,0,200,0
J288BE1,288070834,0,200,0
J288BEE,288070834,0,200,0
J288BEF,288070834,0,200,0
J288BEL,288070834,0,200,0
J288BEJ,288070834,0,200,0
J288BET,288070834,0,200,0
J288BG4,288070834,0,200,0
J288BF2,288070834,0,200,0
J288BFJ,288070834,0,200,0
J288BEX,288070834,0,200,0
J288BFT,288070834,0,200,0
J288BF8,288070834,0,200,0
J288BF3,288070834,0,200,0
J288BEP,288070834,0,200,0
J288BF1,288070834,0,200,0
J288BEW,288070834,0,200,0
J288BEK,288070834,0,200,0
J288BFF,288070834,0,200,0
J288BF5,288070834,0,200,0
J288BFC,288070834,0,200,0
J288BF4,288070834,0,200,0
J288BFX,288070834,0,200,0
J288BF9,288070834,0,200,0
J288BGK,288070834,0,200,0
J288BF0,288070834,0,200,0
J288BFR,288070834,0,200,0
J288BFO,288070834,0,200,0
J288BGL,288070834,0,200,0
J288BGP,288070834,0,200,0
J288BHD,288070834,0,200,0
J288BGQ,288070834,0,200,0
J288BFG,288070834,0,200,0
J288BHS,288070834,0,200,0
J288BFN,288070834,0,200,0
J288BH2,288070834,0,200,0
J288BHR,288070834,0,200,0
J288BGI,288070834,0,200,0
J288BG8,288070834,0,200,0
J288BG0,288070834,0,200,0
J288BFH,288070834,0,200,0
J288BGH,288070834,0,200,0
J288BF7,288070834,0,200,0
J288BG6,288070834,0,200,0
J288BFS,288070834,0,200,0
J288BHJ,288070834,0,200,0
J288BGM,288070834,0,200,0
J288BFV,288070834,0,200,0
J288BI4,288070834,0,200,0
J288BFU,288070834,0,200,0
J288BGR,288070834,0,200,0
J288BGB,288070834,0,201,0
J288BHB,288070834,0,201,0
J288BGV,288070834,0,201,0
J288BH8,288070834,0,201,0
J288BGC,288070834,0,201,0
J288BHU,288070834,0,201,0
J288BHQ,288070834,0,201,0
J288BHL,288070834,0,201,0
J288BHH,288070834,0,201,0
J288BHW,288070834,0,201,0
J288BGJ,288070834,0,201,0
J288BFY,288070834,0,201,0
J288BGT,288070834,0,201,0
J288BHG,288070834,0,201,0
J288BHI,288070834,0,201,0
J288BGO,288070834,0,201,0
J288BGS,288070834,0,201,0
J288BGE,288070834,0,201,0
J288BHP,288070834,0,201,0
J288BHA,288070834,0,201,0
J288BIV,288070834,0,201,0
J288BIZ,288070834,0,201,0
J288BJ2,288070834,0,201,0
J288BI3,288070834,0,201,0
J288BHN,288070834,0,201,0
J288BI7,288070834,0,201,0
J288BGW,288070834,0,201,0
J288BI0,288070834,0,201,0
J288BJL,288070834,0,201,0
J288BIO,288070834,0,201,0
J288BIL,288070834,0,201,0
J288BHF,288070834,0,201,0
J288BJW,288070834,0,201,0
J288BJH,288070834,0,201,0
J288BID,288070834,0,201,0
J288BJ8,288070834,0,201,0
J288BIG,288070834,0,201,0
J288BIB,288070834,0,201,0
J288BIJ,288070834,0,201,0
J288BHE,288070834,0,201,0
J288BJO,288070834,0,201,0
J288BIR,288070834,0,201,0
J288BJ6,288070834,0,201,0
J288BKB,288070834,0,201,0
J288BJD,288070834,0,201,0
J288BKP,288070834,0,201,0
J288BJA,288070834,0,201,0
J288BKU,288070834,0,201,0
J288BJP,288070834,0,201,0
J288BIW,288070834,0,201,0
J288BJK,288070834,0,201,0
J288BIY,288070834,0,201,0
J288BKH,288070834,0,201,0
J288BKL,288070834,0,201,0
J288BIN,288070834,0,201,0
J288BJ3,288070834,0,201,0
J288BIE,288070834,0,201,0
J288BJJ,288070834,0,201,0
J288BJI,288070834,0,201,0
J288BJN,288070834,0,201,0
J288BJR,288070834,0,201,0
J288BK8,288070834,0,201,0
J288BLF,288070834,0,201,0
J288BLX,288070834,0,201,0
J288BJ7,288070834,0,201,0
J288BK9,288070834,0,201,0
