PogId,ItemId,FaceValue,seq
J288BTG,288073306,2,117
J288BTO,288073306,2,117
J288BTP,288073306,2,117
J288BUN,288073306,2,117
J288BV8,288073306,2,117
J288BVY,288073306,2,117
J288BW2,288073306,2,117
J288BX2,288073306,2,117
J288BXS,288073306,2,117
J288BXU,288073306,2,117
J288BXW,288073306,2,117
J288BYD,288073306,2,117
J288BYR,288073306,2,117
J288BZ7,288073306,2,117
J288BZC,288073306,2,117
J288BZQ,288073306,2,117
J288C0N,288073306,2,117
J288C0Q,288073306,2,117
J288C1E,288073306,2,117
J288C1T,288073306,2,117
J288C23,288073306,2,117
J288C2F,288073306,2,117
J288C2W,288073306,2,117
J288C40,288073306,2,117
J288C5P,288073306,2,117
J288C5Q,288073306,2,117
J288C5V,288073306,2,117
J288C5X,288073306,2,117
J288BIM,288073307,2,119
J288BIT,288073307,2,119
J288BXL,288073307,2,119
J288C0I,288073307,2,119
J288BD6,288071948,3,122
J288BDC,288071948,3,122
J288BDI,288071948,3,122
J288BDL,288071948,3,122
J288BDS,288071948,3,122
J288BEB,288071948,3,122
J288BEH,288071948,3,122
J288BEP,288071948,3,122
J288BET,288071948,3,122
J288BF7,288071948,3,122
J288BFO,288071948,3,122
J288BFS,288071948,3,122
J288BG0,288071948,3,122
J288BG8,288071948,3,122
J288BGL,288071948,3,122
J288BGQ,288071948,3,122
J288BHB,288071948,3,122
J288BHE,288071948,3,122
J288BHG,288071948,3,122
J288BHH,288071948,3,122
J288BHS,288071948,3,122
J288BIV,288071948,3,122
J288BIW,288071948,3,122
J288BIY,288071948,3,122
J288BIZ,288071948,3,122
J288BJI,288071948,3,122
J288BJP,288071948,3,122
J288BK8,288071948,3,122
J288BKG,288071948,3,122
J288BKW,288071948,3,122
J288BKY,288071948,3,122
J288BL4,288071948,3,122
J288BLC,288071948,3,122
J288BLE,288071948,3,122
J288BLF,288071948,3,122
J288BLL,288071948,3,122
J288BLO,288071948,3,122
J288BLU,288071948,3,122
J288BM1,288071948,3,122
J288BMM,288071948,3,122
J288BMV,288071948,3,122
J288BN8,288071948,3,122
J288BNC,288071948,3,122
J288BNE,288071948,3,122
J288BO1,288071948,3,122
J288BOD,288071948,3,122
J288BOK,288071948,3,122
J288BP0,288071948,3,122
J288BP6,288071948,3,122
J288BPA,288071948,3,122
J288BPC,288071948,3,122
J288BPD,288071948,3,122
J288BQ4,288071948,3,122
J288BQT,288071948,3,122
J288BRF,288071948,3,122
J288BRH,288071948,3,122
J288BRX,288071948,3,122
J288BS6,288071948,3,122
J288BSC,288071948,3,122
J288BSE,288071948,3,122
J288BSP,288071948,3,122
J288BSZ,288071948,3,122
J288BTS,288071948,3,122
J288BU0,288071948,3,122
J288BU3,288071948,3,122
J288BUA,288071948,3,122
J288BUC,288071948,3,122
J288BUQ,288071948,3,122
J288BV4,288071948,3,122
J288BV6,288071948,3,122
J288BVF,288071948,3,122
J288BVG,288071948,3,122
J288BVT,288071948,3,122
J288BW0,288071948,3,122
J288BW7,288071948,3,122
J288BWA,288071948,3,123
J288BWB,288071948,3,123
J288BWL,288071948,3,123
J288BXG,288071948,3,123
J288BXQ,288071948,3,123
J288BZ8,288071948,3,123
J288C02,288071948,3,123
J288C09,288071948,3,123
J288C0O,288071948,3,123
J288C0Z,288071948,3,123
J288C1Z,288071948,3,123
J288C22,288071948,3,123
J288C27,288071948,3,123
J288C2A,288071948,3,123
J288C2D,288071948,3,123
J288C2V,288071948,3,123
J288C2X,288071948,3,123
J288C3C,288071948,3,123
J288C3K,288071948,3,123
J288C3Y,288071948,3,123
J288C4A,288071948,3,123
J288C4C,288071948,3,123
J288C4T,288071948,3,123
J288C54,288071948,3,123
J288C5D,288071948,3,123
J288C5L,288071948,3,123
J288C5M,288071948,3,123
J288C64,288071948,3,123
J288C6B,288071948,3,123
J288C6N,288071948,3,123
J288E57,288071948,3,123
J288E58,288071948,3,123
J288C20,288071948,2,124
J288C4S,288071948,2,124
J288BDO,288071942,2,126
J288BJ6,288071942,2,126
J288BNR,288071942,2,126
J288BQX,288071942,2,126
J288BS2,288071942,2,126
J288BSK,288071942,2,126
J288C0X,288071942,2,126
J288C1C,288071942,2,126
J288C3M,288071942,2,126
J288BF2,288071943,2,128
J288BI3,288071943,2,128
J288BMH,288071943,2,128
J288BU2,288071943,2,128
J288BWR,288071943,2,128
J288BZX,288071943,2,128
J288BIL,288071943,3,129
J288E59,288071943,3,129
J288BNS,288071950,2,131
J288BZ9,288071950,2,131
J288BO9,288071949,2,133
J288BCW,288070981,2,136
J288BCX,288070981,2,136
J288BCY,288070981,2,136
J288BD4,288070981,2,136
J288BDR,288070981,2,136
J288BEE,288070981,2,136
J288BF5,288070981,2,136
J288BFF,288070981,2,136
J288BFG,288070981,2,136
J288BFJ,288070981,2,136
J288BFV,288070981,2,136
J288BFX,288070981,2,136
J288BG6,288070981,2,136
J288BGB,288070981,2,136
J288BGR,288070981,2,136
J288BH8,288070981,2,136
J288BHN,288070981,2,136
J288BHP,288070981,2,136
J288BHR,288070981,2,136
J288BHU,288070981,2,136
J288BHW,288070981,2,136
J288BI0,288070981,2,136
J288BIO,288070981,2,136
J288BIR,288070981,2,136
J288BJ2,288070981,2,136
J288BJ7,288070981,2,136
J288BJ8,288070981,2,136
J288BJN,288070981,2,136
J288BJU,288070981,2,136
J288BJW,288070981,2,136
J288BJZ,288070981,2,136
J288BK2,288070981,2,136
J288BK7,288070981,2,136
J288BK9,288070981,2,136
J288BKD,288070981,2,136
J288BLP,288070981,2,136
J288BLV,288070981,2,136
J288BMC,288070981,2,136
J288BMF,288070981,2,136
J288BN5,288070981,2,136
J288BN9,288070981,2,136
J288BNP,288070981,2,136
J288BNT,288070981,2,136
J288BOT,288070981,2,136
J288BOU,288070981,2,136
J288BPB,288070981,2,136
J288BPG,288070981,2,136
J288BQ0,288070981,2,136
J288BQ5,288070981,2,136
J288BQ9,288070981,2,136
J288BQA,288070981,2,136
J288BQG,288070981,2,136
J288BQM,288070981,2,136
J288BQV,288070981,2,136
J288BQZ,288070981,2,136
J288BR6,288070981,2,136
J288BR7,288070981,2,136
J288BR9,288070981,2,136
J288BRO,288070981,2,136
J288BSI,288070981,2,136
J288BSJ,288070981,2,136
J288BST,288070981,2,136
J288BT4,288070981,2,136
J288BT7,288070981,2,136
J288BTC,288070981,2,136
J288BTG,288070981,2,136
J288BU7,288070981,2,136
J288BUM,288070981,2,136
J288BUO,288070981,2,136
J288BUR,288070981,2,136
J288BVX,288070981,2,136
J288BX8,288070981,2,136
J288BXA,288070981,2,136
J288BXE,288070981,2,136
J288BXH,288070981,2,136
J288BXV,288070981,2,137
J288BXZ,288070981,2,137
J288BY3,288070981,2,137
J288BY4,288070981,2,137
J288BY7,288070981,2,137
J288BY9,288070981,2,137
J288BZ0,288070981,2,137
J288BZT,288070981,2,137
J288BZU,288070981,2,137
J288C07,288070981,2,137
J288C0E,288070981,2,137
J288C0H,288070981,2,137
J288C0T,288070981,2,137
J288C17,288070981,2,137
J288C1D,288070981,2,137
J288C25,288070981,2,137
J288C29,288070981,2,137
J288C3D,288070981,2,137
J288C4H,288070981,2,137
J288C4K,288070981,2,137
J288C4U,288070981,2,137
J288C52,288070981,2,137
J288C6K,288070981,2,137
J288C6M,288070981,2,137
J288BD0,288072443,2,142
J288BD2,288072443,2,142
J288BD3,288072443,2,142
J288BD5,288072443,2,142
J288BDF,288072443,2,142
J288BDJ,288072443,2,142
J288BDM,288072443,2,142
J288BDQ,288072443,2,142
J288BE1,288072443,2,142
J288BE4,288072443,2,142
J288BEF,288072443,2,142
J288BEJ,288072443,2,142
J288BEK,288072443,2,142
J288BEO,288072443,2,142
J288BEX,288072443,2,142
J288BF1,288072443,2,142
J288BF3,288072443,2,142
J288BF4,288072443,2,142
J288BF8,288072443,2,142
J288BFY,288072443,2,142
J288BGE,288072443,2,142
J288BGH,288072443,2,142
J288BGI,288072443,2,142
J288BGJ,288072443,2,142
J288BGK,288072443,2,142
J288BGM,288072443,2,142
J288BGO,288072443,2,142
J288BGP,288072443,2,142
J288BGS,288072443,2,142
J288BGT,288072443,2,142
J288BHA,288072443,2,142
J288BHD,288072443,2,142
J288BHL,288072443,2,142
J288BHQ,288072443,2,142
J288BI4,288072443,2,142
J288BI7,288072443,2,142
J288BID,288072443,2,142
J288BIE,288072443,2,142
J288BIG,288072443,2,142
J288BIJ,288072443,2,142
J288BIN,288072443,2,142
J288BIT,288072443,2,142
J288BJ3,288072443,2,142
J288BJA,288072443,2,142
J288BJD,288072443,2,142
J288BJH,288072443,2,142
J288BJL,288072443,2,142
J288BJO,288072443,2,142
J288BJY,288072443,2,142
J288BKB,288072443,2,142
J288BKC,288072443,2,142
J288BKH,288072443,2,142
J288BKK,288072443,2,142
J288BKL,288072443,2,142
J288BKM,288072443,2,142
J288BKP,288072443,2,142
J288BKQ,288072443,2,142
J288BL2,288072443,2,142
J288BL7,288072443,2,142
J288BL9,288072443,2,142
J288BLA,288072443,2,142
J288BLB,288072443,2,142
J288BLI,288072443,2,142
J288BLJ,288072443,2,142
J288BLR,288072443,2,142
J288BLS,288072443,2,142
J288BLW,288072443,2,142
J288BLY,288072443,2,142
J288BM3,288072443,2,142
J288BM6,288072443,2,142
J288BMG,288072443,2,142
J288BMJ,288072443,2,142
J288BMK,288072443,2,142
J288BMO,288072443,2,142
J288BMQ,288072443,2,142
J288BMW,288072443,2,143
J288BMX,288072443,2,143
J288BMZ,288072443,2,143
J288BN6,288072443,2,143
J288BND,288072443,2,143
J288BNL,288072443,2,143
J288BNM,288072443,2,143
J288BO5,288072443,2,143
J288BOE,288072443,2,143
J288BOJ,288072443,2,143
J288BON,288072443,2,143
J288BOO,288072443,2,143
J288BOY,288072443,2,143
J288BOZ,288072443,2,143
J288BPE,288072443,2,143
J288BPF,288072443,2,143
J288BPJ,288072443,2,143
J288BPL,288072443,2,143
J288BPS,288072443,2,143
J288BPV,288072443,2,143
J288BPZ,288072443,2,143
J288BQ3,288072443,2,143
J288BQ6,288072443,2,143
J288BQK,288072443,2,143
J288BQQ,288072443,2,143
J288BR1,288072443,2,143
J288BRB,288072443,2,143
J288BRI,288072443,2,143
J288BRQ,288072443,2,143
J288BRR,288072443,2,143
J288BRT,288072443,2,143
J288BRU,288072443,2,143
J288BRV,288072443,2,143
J288BRY,288072443,2,143
J288BS0,288072443,2,143
J288BS1,288072443,2,143
J288BS5,288072443,2,143
J288BS7,288072443,2,143
J288BSA,288072443,2,143
J288BSH,288072443,2,143
J288BT1,288072443,2,143
J288BT6,288072443,2,143
J288BTE,288072443,2,143
J288BTF,288072443,2,143
J288BTH,288072443,2,143
J288BTK,288072443,2,143
J288BTO,288072443,2,143
J288BTU,288072443,2,143
J288BTV,288072443,2,143
J288BU5,288072443,2,143
J288BUE,288072443,2,143
J288BUF,288072443,2,143
J288BUG,288072443,2,143
J288BUJ,288072443,2,143
J288BUN,288072443,2,143
J288BUP,288072443,2,143
J288BUT,288072443,2,143
J288BUW,288072443,2,143
J288BUX,288072443,2,143
J288BV0,288072443,2,143
J288BVA,288072443,2,143
J288BVE,288072443,2,143
J288BVH,288072443,2,143
J288BVJ,288072443,2,143
J288BVM,288072443,2,143
J288BVP,288072443,2,143
J288BVW,288072443,2,143
J288BVZ,288072443,2,143
J288BW1,288072443,2,143
J288BW2,288072443,2,143
J288BW4,288072443,2,143
J288BWD,288072443,2,143
J288BWM,288072443,2,143
J288BX0,288072443,2,143
J288BX3,288072443,2,143
J288BX5,288072443,2,144
J288BX6,288072443,2,144
J288BXC,288072443,2,144
J288BXD,288072443,2,144
J288BXI,288072443,2,144
J288BXJ,288072443,2,144
J288BXL,288072443,2,144
J288BXP,288072443,2,144
J288BXS,288072443,2,144
J288BXY,288072443,2,144
J288BY6,288072443,2,144
J288BYD,288072443,2,144
J288BYE,288072443,2,144
J288BYF,288072443,2,144
J288BYI,288072443,2,144
J288BYJ,288072443,2,144
J288BYP,288072443,2,144
J288BYR,288072443,2,144
J288BZ1,288072443,2,144
J288BZ6,288072443,2,144
J288BZB,288072443,2,144
J288BZC,288072443,2,144
J288BZG,288072443,2,144
J288BZH,288072443,2,144
J288BZL,288072443,2,144
J288BZZ,288072443,2,144
J288C06,288072443,2,144
J288C08,288072443,2,144
J288C0I,288072443,2,144
J288C0L,288072443,2,144
J288C0R,288072443,2,144
J288C0U,288072443,2,144
J288C12,288072443,2,144
J288C14,288072443,2,144
J288C1E,288072443,2,144
J288C1J,288072443,2,144
J288C1L,288072443,2,144
J288C1S,288072443,2,144
J288C1T,288072443,2,144
J288C1U,288072443,2,144
J288C1V,288072443,2,144
J288C26,288072443,2,144
J288C2E,288072443,2,144
J288C2F,288072443,2,144
J288C2H,288072443,2,144
J288C2K,288072443,2,144
J288C2L,288072443,2,144
J288C2N,288072443,2,144
J288C2Q,288072443,2,144
J288C2R,288072443,2,144
J288C2W,288072443,2,144
J288C2Z,288072443,2,144
J288C35,288072443,2,144
J288C37,288072443,2,144
J288C38,288072443,2,144
J288C3A,288072443,2,144
J288C3G,288072443,2,144
J288C3P,288072443,2,144
J288C3S,288072443,2,144
J288C3V,288072443,2,144
J288C44,288072443,2,144
J288C45,288072443,2,144
J288C47,288072443,2,144
J288C49,288072443,2,144
J288C4E,288072443,2,144
J288C4F,288072443,2,144
J288C4L,288072443,2,144
J288C4N,288072443,2,144
J288C4P,288072443,2,144
J288C4Y,288072443,2,144
J288C4Z,288072443,2,144
J288C50,288072443,2,144
J288C51,288072443,2,144
J288C5E,288072443,2,144
J288C5K,288072443,2,144
J288C5P,288072443,2,145
J288C5S,288072443,2,145
J288C5U,288072443,2,145
J288C65,288072443,2,145
J288C6A,288072443,2,145
J288C6F,288072443,2,145
J288BD6,288071537,2,147
J288BDC,288071537,2,147
J288BDL,288071537,2,147
J288BDO,288071537,2,147
J288BDS,288071537,2,147
J288BEH,288071537,2,147
J288BF2,288071537,2,147
J288BFS,288071537,2,147
J288BG8,288071537,2,147
J288BGC,288071537,2,147
J288BGL,288071537,2,147
J288BHE,288071537,2,147
J288BHG,288071537,2,147
J288BI3,288071537,2,147
J288BIV,288071537,2,147
J288BIY,288071537,2,147
J288BIZ,288071537,2,147
J288BJI,288071537,2,147
J288BL5,288071537,2,147
J288BLL,288071537,2,147
J288BLQ,288071537,2,147
J288BMH,288071537,2,147
J288BMP,288071537,2,147
J288BMV,288071537,2,147
J288BNC,288071537,2,147
J288BNE,288071537,2,147
J288BNR,288071537,2,147
J288BNS,288071537,2,147
J288BO1,288071537,2,147
J288BO3,288071537,2,147
J288BPC,288071537,2,147
J288BPD,288071537,2,147
J288BQ4,288071537,2,147
J288BQT,288071537,2,147
J288BQX,288071537,2,147
J288BRX,288071537,2,147
J288BS2,288071537,2,147
J288BSE,288071537,2,147
J288BSK,288071537,2,147
J288BSP,288071537,2,147
J288BTS,288071537,2,147
J288BTX,288071537,2,147
J288BU0,288071537,2,147
J288BU2,288071537,2,147
J288BUL,288071537,2,147
J288BVV,288071537,2,147
J288BW0,288071537,2,147
J288BW7,288071537,2,147
J288BWA,288071537,2,147
J288BWR,288071537,2,147
J288BWZ,288071537,2,147
J288BXK,288071537,2,147
J288BZ8,288071537,2,147
J288BZ9,288071537,2,147
J288BZX,288071537,2,147
J288C02,288071537,2,147
J288C0A,288071537,2,147
J288C0N,288071537,2,147
J288C0X,288071537,2,147
J288C10,288071537,2,147
J288C1C,288071537,2,147
J288C1Z,288071537,2,147
J288C22,288071537,2,147
J288C2D,288071537,2,147
J288C2V,288071537,2,147
J288C2X,288071537,2,147
J288C3M,288071537,2,147
J288C3Y,288071537,2,147
J288C4C,288071537,2,147
J288C4Q,288071537,2,147
J288C4T,288071537,2,147
J288C69,288071537,2,147
J288BLH,288071537,3,148
J288C2P,288071537,3,148
J288BEL,288071413,2,150
J288BFT,288071413,2,150
J288BJJ,288071413,2,150
J288BKI,288071413,2,150
J288BKT,288071413,2,150
J288BKX,288071413,2,150
J288BLX,288071413,2,150
J288BMU,288071413,2,150
J288BN4,288071413,2,150
J288BO6,288071413,2,150
J288BRE,288071413,2,150
J288BTA,288071413,2,150
J288BU1,288071413,2,150
J288BU4,288071413,2,150
J288BWC,288071413,2,150
J288BWO,288071413,2,150
J288BXN,288071413,2,150
J288BYU,288071413,2,150
J288BZY,288071413,2,150
J288C0P,288071413,2,150
J288C39,288071413,2,150
J288C41,288071413,2,150
J288C4I,288071413,2,150
J288C5A,288071413,2,150
J288C5G,288071413,2,150
J288C5W,288071413,2,150
J288C5Y,288071413,2,150
J288BF0,288076158,2,152
J288C1P,288076158,2,152
J288C3J,288076158,2,152
J288C5Z,288076158,2,152
J288BNY,288072750,2,154
J288BTM,288072750,2,154
J288C0O,288071538,2,156
J288C2Y,288076218,2,158
J288C5X,288070773,2,160
J288BDG,288070875,1,162
J288BED,288070875,1,162
J288BFU,288070875,1,162
J288BG4,288070875,1,162
J288BGE,288070875,1,162
J288BGH,288070875,1,162
J288BGV,288070875,1,162
J288BIT,288070875,1,162
J288BJJ,288070875,1,162
J288BJR,288070875,1,162
J288BKC,288070875,1,162
J288BKT,288070875,1,162
J288BLH,288070875,1,162
J288BMY,288070875,1,162
J288BNZ,288070875,1,162
J288BO5,288070875,1,162
J288BO6,288070875,1,162
J288BOJ,288070875,1,162
J288BOQ,288070875,1,162
J288BPJ,288070875,1,162
J288BPT,288070875,1,162
J288BPW,288070875,1,162
J288BQG,288070875,1,162
J288BSL,288070875,1,162
J288BSO,288070875,1,162
J288BTH,288070875,1,162
J288BTJ,288070875,1,162
J288BTN,288070875,1,162
J288BTZ,288070875,1,162
J288BUL,288070875,1,162
J288BUS,288070875,1,162
J288BVM,288070875,1,162
J288BXK,288070875,1,162
J288BYU,288070875,1,162
J288BZA,288070875,1,162
J288C05,288070875,1,162
J288C0A,288070875,1,162
J288C1F,288070875,1,162
J288C1K,288070875,1,162
J288C2J,288070875,1,162
J288C2P,288070875,1,162
J288C2T,288070875,1,162
J288C59,288070875,1,162
J288C5C,288070875,1,162
J288C5S,288070875,1,162
J288C5U,288070875,1,162
J288BE1,288070867,1,164
J288BEO,288070867,1,164
J288BEU,288070867,1,164
J288BF6,288070867,1,164
J288BFJ,288070867,1,164
J288BFL,288070867,1,164
J288BGM,288070867,1,164
J288BGW,288070867,1,164
J288BHK,288070867,1,164
J288BI5,288070867,1,164
J288BKE,288070867,1,164
J288BKS,288070867,1,164
J288BM8,288070867,1,164
J288BMU,288070867,1,164
J288BNJ,288070867,1,164
J288BO4,288070867,1,164
J288BOC,288070867,1,164
J288BOV,288070867,1,164
J288BPX,288070867,1,164
J288BR0,288070867,1,164
J288BR3,288070867,1,164
J288BRP,288070867,1,164
J288BU5,288070867,1,164
J288BW3,288070867,1,164
J288BW9,288070867,1,164
J288BX9,288070867,1,164
J288BYA,288070867,1,164
J288BYE,288070867,1,164
J288BZ2,288070867,1,164
J288BZ5,288070867,1,164
J288BZK,288070867,1,164
J288C0I,288070867,1,164
J288C0W,288070867,1,164
J288C18,288070867,1,164
J288C2G,288070867,1,164
J288C2N,288070867,1,164
J288C3H,288070867,1,164
J288C46,288070867,1,164
J288C4B,288070867,1,164
J288C4D,288070867,1,164
J288C4J,288070867,1,164
J288C65,288070867,1,164
J288BNR,288070868,1,166
J288BQX,288070868,1,166
J288BS2,288070868,1,166
J288BZ9,288070868,1,166
J288BCW,288073146,1,171
J288BD3,288073146,1,171
J288BD4,288073146,1,171
J288BD6,288073146,1,171
J288BDI,288073146,1,171
J288BDJ,288073146,1,171
J288BDL,288073146,1,171
J288BDM,288073146,1,171
J288BDN,288073146,1,171
J288BDO,288073146,1,171
J288BDS,288073146,1,171
J288BDV,288073146,1,171
J288BDX,288073146,1,171
J288BDY,288073146,1,171
J288BE1,288073146,1,171
J288BE6,288073146,1,171
J288BEB,288073146,1,171
J288BEE,288073146,1,171
J288BET,288073146,1,171
J288BEW,288073146,1,171
J288BF2,288073146,1,171
J288BF3,288073146,1,171
J288BF4,288073146,1,171
J288BF5,288073146,1,171
J288BF7,288073146,1,171
J288BFF,288073146,1,171
J288BFG,288073146,1,171
J288BFJ,288073146,1,171
J288BFN,288073146,1,171
J288BFO,288073146,1,171
J288BFR,288073146,1,171
J288BFT,288073146,1,171
J288BFV,288073146,1,171
J288BFX,288073146,1,171
J288BFY,288073146,1,171
J288BG8,288073146,1,171
J288BGC,288073146,1,171
J288BGE,288073146,1,171
J288BGI,288073146,1,171
J288BGL,288073146,1,171
J288BGP,288073146,1,171
J288BGT,288073146,1,171
J288BHB,288073146,1,171
J288BHE,288073146,1,171
J288BHF,288073146,1,171
J288BHG,288073146,1,171
J288BHH,288073146,1,171
J288BHI,288073146,1,171
J288BHJ,288073146,1,171
J288BHN,288073146,1,171
J288BHP,288073146,1,171
J288BHQ,288073146,1,171
J288BHS,288073146,1,171
J288BHU,288073146,1,171
J288BHW,288073146,1,171
J288BI0,288073146,1,171
J288BI3,288073146,1,171
J288BIJ,288073146,1,171
J288BIL,288073146,1,171
J288BIN,288073146,1,171
J288BIO,288073146,1,171
J288BIT,288073146,1,171
J288BIV,288073146,1,171
J288BIY,288073146,1,171
J288BIZ,288073146,1,171
J288BJ2,288073146,1,171
J288BJ6,288073146,1,171
J288BJ7,288073146,1,171
J288BJ8,288073146,1,171
J288BJA,288073146,1,171
J288BJD,288073146,1,171
J288BJI,288073146,1,171
J288BJN,288073146,1,171
J288BJP,288073146,1,171
J288BJW,288073146,1,171
J288BK2,288073146,1,172
J288BK7,288073146,1,172
J288BKD,288073146,1,172
J288BKF,288073146,1,172
J288BKG,288073146,1,172
J288BKK,288073146,1,172
J288BKL,288073146,1,172
J288BKX,288073146,1,172
J288BKY,288073146,1,172
J288BL2,288073146,1,172
J288BL4,288073146,1,172
J288BL7,288073146,1,172
J288BL9,288073146,1,172
J288BLC,288073146,1,172
J288BLE,288073146,1,172
J288BLF,288073146,1,172
J288BLL,288073146,1,172
J288BLO,288073146,1,172
J288BLP,288073146,1,172
J288BLS,288073146,1,172
J288BLU,288073146,1,172
J288BLX,288073146,1,172
J288BM1,288073146,1,172
J288BM3,288073146,1,172
J288BM5,288073146,1,172
J288BM8,288073146,1,172
J288BMG,288073146,1,172
J288BMH,288073146,1,172
J288BMJ,288073146,1,172
J288BMM,288073146,1,172
J288BMO,288073146,1,172
J288BMP,288073146,1,172
J288BMV,288073146,1,172
J288BMX,288073146,1,172
J288BMZ,288073146,1,172
J288BN5,288073146,1,172
J288BN8,288073146,1,172
J288BN9,288073146,1,172
J288BNC,288073146,1,172
J288BNE,288073146,1,172
J288BNP,288073146,1,172
J288BNR,288073146,1,172
J288BNT,288073146,1,172
J288BO1,288073146,1,172
J288BO3,288073146,1,172
J288BO7,288073146,1,172
J288BO9,288073146,1,172
J288BOD,288073146,1,172
J288BOJ,288073146,1,172
J288BON,288073146,1,172
J288BOT,288073146,1,172
J288BP0,288073146,1,172
J288BP6,288073146,1,172
J288BP9,288073146,1,172
J288BPA,288073146,1,172
J288BPB,288073146,1,172
J288BPG,288073146,1,172
J288BPR,288073146,1,172
J288BPS,288073146,1,172
J288BPY,288073146,1,172
J288BQ0,288073146,1,172
J288BQ4,288073146,1,172
J288BQ6,288073146,1,172
J288BQ9,288073146,1,172
J288BQB,288073146,1,172
J288BQH,288073146,1,172
J288BQK,288073146,1,172
J288BQM,288073146,1,172
J288BQT,288073146,1,172
J288BQV,288073146,1,172
J288BR7,288073146,1,172
J288BR9,288073146,1,172
J288BRE,288073146,1,172
J288BRF,288073146,1,172
J288BRH,288073146,1,172
J288BRI,288073146,1,173
J288BRN,288073146,1,173
J288BRR,288073146,1,173
J288BRT,288073146,1,173
J288BRX,288073146,1,173
J288BSA,288073146,1,173
J288BSB,288073146,1,173
J288BSE,288073146,1,173
J288BSG,288073146,1,173
J288BSJ,288073146,1,173
J288BSK,288073146,1,173
J288BSP,288073146,1,173
J288BSZ,288073146,1,173
J288BT4,288073146,1,173
J288BTS,288073146,1,173
J288BTT,288073146,1,173
J288BTX,288073146,1,173
J288BU0,288073146,1,173
J288BU2,288073146,1,173
J288BU3,288073146,1,173
J288BU4,288073146,1,173
J288BUC,288073146,1,173
J288BUF,288073146,1,173
J288BUP,288073146,1,173
